Article title,Lead section excerpt,Prediction,Prediction probability
Pharmacology,"Pharmacology. Pharmacology is the branch of biology concerned with the study of drug action, where a drug can be broadly defined as any man-made, natural, or endogenous (from within the body) molecule which exerts a biochemical or physiological effect on the cell, tissue, organ, or organism (sometimes the word pharmacon is used as a term to encompass these endogenous and exogenous bioactive species).",1,0.998
Anatomy,"Anatomy. Anatomy (Greek anatomē, ""dissection"") is the branch of biology concerned with the study of the structure of organisms and their parts. Anatomy is a branch of natural science which deals with the structural organization of living things. It is an old science, having its beginnings in prehistoric times.",1,0.998
Organic chemistry,"Organic chemistry. Organic chemistry is the chemistry subdiscipline for the scientific study of structure, properties, and reactions of organic compounds and organic materials (materials that contain carbon atoms). Study of structure determines their chemical composition and formula. Study of properties includes physical and chemical properties, and evaluation of chemical reactivity to understand their behavior.",1,0.998
Immunology,"Immunology. Immunology is a branch of biology that covers the study of immune systems in all organisms. Immunology charts, measures, and contextualizes the: physiological functioning of the immune system in states of both health and diseases; malfunctions of the immune system in immunological disorders (such as autoimmune diseases, hypersensitivities immune deficiency, and transplant rejection);",1,0.998
History,"History. History (from Greek , historia, meaning ""inquiry, knowledge acquired by investigation"") is the study of the past as it is described in written documents. Events occurring before written record are considered prehistory. It is an umbrella term that relates to past events as well as the memory, discovery, collection, organization, presentation, and interpretation of information about these events.",1,0.998
Educational psychology,"Educational psychology. Educational psychology is the branch of psychology concerned with the scientific study of human learning. The study of learning processes, from both cognitive and behavioral perspectives, allows researchers to understand individual differences in intelligence, cognitive development, affect, motivation, self-regulation, and self-concept, as well as their role in learning.",1,0.998
Evolutionary biology,"Evolutionary biology. Evolutionary biology is the subfield of biology that studies the evolutionary processes that produced the diversity of life on Earth, starting from a single common ancestor. These processes include natural selection, common descent, and speciation. The discipline emerged through what Julian Huxley called the modern synthesis (of the 1930s) of understanding from several previously unrelated fields of biological research, including genetics, ecology, biophysics, systematics, geobiology, and paleontology.",1,0.998
Phonology,"Phonology. Phonology is a branch of linguistics concerned with the systematic organization of sounds in languages. It has traditionally focused largely on the study of the systems of phonemes in particular languages (and therefore used to be also called phonemics, or phonematics), but it may also cover any linguistic analysis either at a level beneath the word (including syllable, onset and rime, articulatory gestures, articulatory features, mora, etc.",1,0.998
Pathology,"Pathology. Pathology (from the Ancient Greek roots of pathos , meaning ""experience"" or ""suffering"" and -logia , ""study of"") is concerned mainly with the causal study of disease. The word pathology itself may be used broadly to refer to the study of disease in general, incorporating a wide range of bioscience research fields and medical practices.",1,0.998
Health psychology,"Health psychology. Health psychology is the study of psychological and behavioral processes in health, illness, and healthcare. It is concerned with understanding how psychological, behavioral, and cultural factors contribute to physical health and illness. Psychological factors can affect health directly. For example, chronically occurring environmental stressors affecting the hypothalamic–pituitary–adrenal axis, cumulatively, can harm health.",1,0.998
Theology,"Theology. Theology is the critical study of the nature of the divine. It is taught as an academic discipline, typically in universities and seminaries. Theology is basically the study of deities or their scriptures in order to discover what they have revealed about themselves.",1,0.998
Cultural anthropology,"Cultural anthropology. Cultural anthropology is a branch of anthropology focused on the study of cultural variation among humans. It is in contrast to social anthropology, which perceives cultural variation as a subset of the anthropological constant. Cultural anthropology has a rich methodology, including participant observation (often called fieldwork because it requires the anthropologist spending an extended period of time at the research location), interviews, and surveys.",1,0.998
Meteorology,"Meteorology. Meteorology is a branch of the atmospheric sciences which includes atmospheric chemistry and atmospheric physics, with a major focus on weather forecasting. The study of meteorology dates back millennia, though significant progress in meteorology did not occur until the 18th century. The 19th century saw modest progress in the field after weather observation networks were formed across broad regions.",1,0.998
Natural science,"Natural science. Natural science is a branch of science concerned with the description, prediction, and understanding of natural phenomena, based on empirical evidence from observation and experimentation. Mechanisms such as peer review and repeatability of findings are used to try to ensure the validity of scientific advances. Natural science can be divided into two main branches: life science (or biological science) and physical science.",1,0.998
Chemical physics,"Chemical physics. Chemical physics is a subdiscipline of chemistry and physics that investigates physicochemical phenomena using techniques from atomic and molecular physics and condensed matter physics; it is the branch of physics that studies chemical processes from the point of view of physics. While at the interface of physics and chemistry, chemical physics is distinct from physical chemistry in that it focuses more on the characteristic elements and theories of physics.",1,0.998
Informatics,"Informatics. Informatics is a branch of information engineering. It involves the practice of information processing and the engineering of information systems, and as an academic field it is an applied form of information science. The field considers the interaction between humans and information alongside the construction of interfaces, organisations, technologies and systems.",1,0.998
Toxicology,"Toxicology. Toxicology is a discipline, overlapping with biology, chemistry, pharmacology, and medicine, that involves the study of the adverse effects of chemical substances on living organisms and the practice of diagnosing and treating exposures to toxins and toxicants. The relationship between dose and its effects on the exposed organism is of high significance in toxicology.",1,0.998
Neurology,"Neurology. Neurology (from , ""string, nerve"" and the suffix -logia, ""study of"") is a branch of medicine dealing with disorders of the nervous system. Neurology deals with the diagnosis and treatment of all categories of conditions and disease involving the central and peripheral nervous systems (and their subdivisions, the autonomic and somatic nervous systems), including their coverings, blood vessels, and all effector tissue, such as muscle.",1,0.998
Bioethics,"Bioethics. Bioethics is the study of the ethical issues emerging from advances in biology and medicine. It is also moral discernment as it relates to medical policy and practice. Bioethics are concerned with the ethical questions that arise in the relationships among life sciences, biotechnology, medicine, politics, law, and philosophy.",1,0.998
Environmental science,"Environmental science. Environmental science is an interdisciplinary academic field that integrates physical, biological and information sciences (including ecology, biology, physics, chemistry, plant science, zoology, mineralogy, oceanography, limnology, soil science, geology and physical geography (geodesy), and atmospheric science) to the study of the environment, and the solution of environmental problems. Environmental science emerged from the fields of natural history and medicine during the Enlightenment.",1,0.998
Economic geography,"Economic geography. Economic geography is the study of the location, distribution and spatial organization of economic activities across the world. It represents a traditional subfield of the discipline of geography. However, many economists have also approached the field in ways more typical of the discipline of economics.",1,0.998
Chemical engineering,"Chemical engineering. Chemical engineering is a branch of engineering that uses principles of chemistry, physics, mathematics, and economics to efficiently use, produce, transform, and transport chemicals, materials, and energy. A chemical engineer designs large-scale processes that convert chemicals, raw materials, living cells, microorganisms, and energy into useful forms and products.",1,0.998
Biotechnology,"Biotechnology. Biotechnology is the broad area of biology involving living systems and organisms to develop or make products, or ""any technological application that uses biological systems, living organisms, or derivatives thereof, to make or modify products or processes for specific use"" (UN Convention on Biological Diversity, Art. 2). Depending on the tools and applications, it often overlaps with the (related) fields of molecular biology, bio-engineering, biomedical engineering, biomanufacturing, molecular engineering, etc.",1,0.998
Computational neuroscience,"Computational neuroscience. Computational neuroscience (also known as theoretical neuroscience or mathematical neuroscience) is a branch of neuroscience which employs mathematical models, theoretical analysis and abstractions of the brain to understand the principles that govern the development, structure, physiology and cognitive abilities of the nervous system.",1,0.998
Hermeneutics,"Hermeneutics. Hermeneutics is the theory and methodology of interpretation, especially the interpretation of biblical texts, wisdom literature, and philosophical texts. Modern hermeneutics includes both verbal and non-verbal communication as well as semiotics, presuppositions, and pre-understandings. Hermeneutics has been broadly applied in the humanities, especially in law, history and theology.",1,0.998
Media studies,"Media studies. Media studies is a discipline and field of study that deals with the content, history, and effects of various media; in particular, the mass media. Media studies may draw on traditions from both the social sciences and the humanities, but mostly from its core disciplines of mass communication, communication, communication sciences, and communication studies.",1,0.998
Neurophysiology,"Neurophysiology. Neurophysiology (from Greek , neuron, ""nerve""; φύσις, physis, ""nature, origin""; and -λογία, -logia, ""knowledge"") is a branch of physiology and neuroscience that is concerned with the study of the functioning of the nervous system.",1,0.998
Algebraic geometry,"Algebraic geometry. Algebraic geometry is a branch of mathematics, classically studying zeros of multivariate polynomials. Modern algebraic geometry is based on the use of abstract algebraic techniques, mainly from commutative algebra, for solving geometrical problems about these sets of zeros. The fundamental objects of study in algebraic geometry are algebraic varieties, which are geometric manifestations of solutions of systems of polynomial equations.",1,0.997
Applied linguistics,"Applied linguistics. Applied linguistics is an interdisciplinary field of linguistics which identifies, investigates, and offers solutions to language-related real-life problems. Some of the academic fields related to applied linguistics are education, psychology, communication research, anthropology, and sociology.",1,0.997
Historiography,"Historiography. Historiography is the study of the methods of historians in developing history as an academic discipline, and by extension is any body of historical work on a particular subject. The historiography of a specific topic covers how historians have studied that topic using particular sources, techniques, and theoretical approaches.",1,0.997
Normative ethics,"Normative ethics. Normative ethics is the study of ethical action. It is the branch of philosophical ethics that investigates the set of questions that arise when considering how one ought to act, morally speaking. Normative ethics is distinct from meta-ethics because it examines standards for the rightness and wrongness of actions, while meta-ethics studies the meaning of moral language and the metaphysics of moral facts;",1,0.997
Area studies,"Area studies. Area studies (also regional studies) are interdisciplinary fields of research and scholarship pertaining to particular geographical, national/federal, or cultural regions. The term exists primarily as a general description for what are, in the practice of scholarship, many heterogeneous fields of research, encompassing both the social sciences and the humanities.",1,0.997
Neurolinguistics,"Neurolinguistics. Neurolinguistics is the study of the neural mechanisms in the human brain that control the comprehension, production, and acquisition of language. As an interdisciplinary field, neurolinguistics draws methods and theories from fields such as neuroscience, linguistics, cognitive science, communication disorders and neuropsychology. Researchers are drawn to the field from a variety of backgrounds, bringing along a variety of experimental techniques as well as widely varying theoretical perspectives.",1,0.997
Systems biology,"Systems biology. Systems biology is the computational and mathematical modeling of complex biological systems. It is a biology-based interdisciplinary field of study that focuses on complex interactions within biological systems, using a holistic approach (holism instead of the more traditional reductionism) to biological research. Particularly from year 2000 onwards, the concept has been used widely in biology in a variety of contexts.",1,0.997
Developmental biology,"Developmental biology. Developmental biology is the study of the process by which animals and plants grow and develop. Developmental biology also encompasses the biology of regeneration, asexual reproduction, metamorphosis, and the growth and differentiation of stem cells in the adult organism. In the late 20th century, the discipline largely transformed into evolutionary developmental biology.",1,0.997
Fluid dynamics,"Fluid dynamics. In physics and engineering, fluid dynamics is a subdiscipline of fluid mechanics that describes the flow of fluids—liquids and gases. It has several subdisciplines, including aerodynamics (the study of air and other gases in motion) and hydrodynamics (the study of liquids in motion).",1,0.997
Zoology,"Zoology. Zoology or animal biology is the branch of biology that studies the animal kingdom, including the structure, embryology, evolution, classification, habits, and distribution of all animals, both living and extinct, and how they interact with their ecosystems. The term is derived from Ancient Greek ζῷον, zōion, i.",1,0.997
Mathematical logic,"Mathematical logic. Mathematical logic is a subfield of mathematics exploring the applications of formal logic to mathematics. It bears close connections to metamathematics, the foundations of mathematics, and theoretical computer science. The unifying themes in mathematical logic include the study of the expressive power of formal systems and the deductive power of formal proof systems.",1,0.997
Psychoacoustics,"Psychoacoustics. Psychoacoustics is the scientific study of sound perception and audiology – how humans perceive various sounds. More specifically, it is the branch of science studying the psychological and physiological responses associated with sound (including noise, speech and music). It can be further categorized as a branch of psychophysics.",1,0.997
Fluid mechanics,"Fluid mechanics. Fluid mechanics is the branch of physics concerned with the mechanics of fluids (liquids, gases, and plasmas) and the forces on them. It has applications in a wide range of disciplines, including mechanical, civil, chemical and biomedical engineering, geophysics, astrophysics, and biology. It can be divided into fluid statics, the study of fluids at rest;",1,0.997
Computational geometry,"Computational geometry. Computational geometry is a branch of computer science devoted to the study of algorithms which can be stated in terms of geometry. Some purely geometrical problems arise out of the study of computational geometric algorithms, and such problems are also considered to be part of computational geometry. While modern computational geometry is a recent development, it is one of the oldest fields of computing with history stretching back to antiquity.",1,0.997
Environmental engineering,"Environmental engineering. Environmental engineering is the branch of engineering concerned with the application of scientific and engineering principles for protection of human populations from the effects of adverse environmental factors; protection of environments, both local and global, from potentially deleterious effects of natural and human activities; and improvement of environmental quality.",1,0.997
Agricultural engineering,"Agricultural engineering. Agricultural engineering is the engineering discipline that studies agricultural production and processing. Agricultural engineering combines the disciplines of mechanical, civil, electrical and chemical engineering principles with a knowledge of agricultural principles according to technological principles. A key goal of this discipline is to improve the efficacy and sustainability of agricultural practices.",1,0.997
Hydrology,"Hydrology. Hydrology (from Greek: ὕδωρ, ""hýdōr"" meaning ""water""; and λόγος, ""lógos"" meaning ""study"") is the scientific study of the movement, distribution, and quality of water on Earth and other planets, including the water cycle, water resources and environmental watershed sustainability. A practitioner of hydrology is a hydrologist, working within the fields of earth or environmental science, physical geography, geology or civil and environmental engineering.",1,0.997
Medical anthropology,"Medical anthropology. Medical anthropology studies ""human health and disease, health care systems, and biocultural adaptation"". It views humans from multidimensional and ecological perspectives. It is one of the most highly developed areas of anthropology and applied anthropology, and is a subfield of social and cultural anthropology that examines the ways in which culture and society are organized around or influenced by issues of health, health care and related issues.",1,0.997
Kinesiology,"Kinesiology. Kinesiology is the scientific study of human or non-human body movement. Kinesiology addresses physiological, biomechanical, and psychological dynamic principles and mechanisms of movement. Applications of kinesiology to human health (i.e., human kinesiology) include biomechanics and orthopedics; strength and conditioning; sport psychology; methods of rehabilitation, such as physical and occupational therapy;",1,0.997
Astronomy,"Astronomy. Astronomy (from ) is a natural science that studies celestial objects and phenomena. It applies mathematics, physics, and chemistry in an effort to explain the origin of those objects and phenomena and their evolution. Objects of interest include planets, moons, stars, galaxies, and comets; the phenomena include supernova explosions, gamma ray bursts, and cosmic microwave background radiation.",1,0.997
Sport psychology,"Sport psychology. Sport psychology is an interdisciplinary science that draws on knowledge from many related fields including biomechanics, physiology, kinesiology and psychology. It involves the study of how psychological factors affect performance and how participation in sport and exercise affect psychological and physical factors.",1,0.997
Political ecology,"Political ecology. Political ecology is the study of the relationships between political, economic and social factors with environmental issues and changes. Political ecology differs from apolitical ecological studies by politicizing environmental issues and phenomena. The academic discipline offers wide-ranging studies integrating ecological social sciences with political economy in topics such as degradation and marginalization, environmental conflict, conservation and control, and environmental identities and social movements.",1,0.997
Human biology,"Human biology. Human biology is an interdisciplinary area of study that examines humans through the influences and interplay of many diverse fields such as genetics, evolution, physiology, anatomy, epidemiology, anthropology, ecology, nutrition, population genetics and sociocultural influences. It is closely related to biological anthropology and other biological fields tying in various aspects of human functionality.",1,0.997
Physical chemistry,"Physical chemistry. Physical chemistry is the study of macroscopic, atomic, subatomic, and particulate phenomena in chemical systems in terms of the principles, practices, and concepts of physics such as motion, energy, force, time, thermodynamics, quantum chemistry, statistical mechanics, analytical dynamics and chemical equilibrium.",1,0.997
Computational sociology,"Computational sociology. Computational sociology is a branch of sociology that uses computationally intensive methods to analyze and model social phenomena. Using computer simulations, artificial intelligence, complex statistical methods, and analytic approaches like social network analysis, computational sociology develops and tests theories of complex social processes through bottom-up modeling of social interactions.",1,0.997
Aesthetics,"Aesthetics. Aesthetics is a branch of philosophy that explores the nature of art, beauty, and taste, with the creation and appreciation of beauty. In its more technical epistemological perspective, it is defined as the study of subjective and sensori-emotional values, sometimes called judgments of sentiment and taste. Aesthetics studies how artists imagine, create and perform works of art;",1,0.997
Nosology,Nosology. Nosology is the branch of medical science that deals with the classification of diseases.,1,0.997
Applied mathematics,"Applied mathematics. Applied mathematics is the application of mathematical methods by different fields such as science, engineering, business, computer science, and industry. Thus, applied mathematics is a combination of mathematical science and specialized knowledge. The term ""applied mathematics"" also describes the professional specialty in which mathematicians work on practical problems by formulating and studying mathematical models.",1,0.997
Earth science,"Earth science. Earth science or geoscience includes all fields of natural science related to the planet Earth. It is the branch of science dealing with the physical constitution of the earth and its atmosphere. Earth science is the study of our planet’s physical characteristics, from earthquakes to raindrops, and floods to fossils.",1,0.997
Theoretical ecology,"Theoretical ecology. Theoretical ecology is the scientific discipline devoted to the study of ecological systems using theoretical methods such as simple conceptual models, mathematical models, computational simulations, and advanced data analysis. Effective models improve understanding of the natural world by revealing how the dynamics of species populations are often based on fundamental biological conditions and processes.",1,0.997
Numerical analysis,"Numerical analysis. Numerical analysis is the study of algorithms that use numerical approximation (as opposed to general symbolic manipulations) for the problems of mathematical analysis (as distinguished from discrete mathematics). Numerical analysis naturally finds application in all fields of engineering and the physical sciences, but in the 21st century also the life sciences, social sciences, medicine, business and even the arts have adopted elements of scientific computations.",1,0.997
Molecular pathology,"Molecular pathology. Molecular pathology is an emerging discipline within pathology which is focused in the study and diagnosis of disease through the examination of molecules within organs, tissues or bodily fluids. Molecular pathology shares some aspects of practice with both anatomic pathology and clinical pathology, molecular biology, biochemistry, proteomics and genetics, and is sometimes considered a ""crossover"" discipline.",1,0.996
Optics,"Optics. Optics is the branch of physics which involves the behaviour and properties of light, including its interactions with matter and the construction of instruments that use or detect it. Optics usually describes the behaviour of visible, ultraviolet, and infrared light. Because light is an electromagnetic wave, other forms of electromagnetic radiation such as X-rays, microwaves, and radio waves exhibit similar properties.",1,0.996
Stratigraphy,Stratigraphy. Stratigraphy is a branch of geology concerned with the study of rock layers (strata) and layering (stratification). It is primarily used in the study of sedimentary and layered volcanic rocks. Stratigraphy has two related subfields: lithostratigraphy (lithologic stratigraphy) and biostratigraphy (biologic stratigraphy).,1,0.996
Ecological anthropology,"Ecological anthropology. Ecological anthropology is a sub-field of anthropology and is defined as the ""study of cultural adaptations to environments"". The sub-field is also defined as, ""the study of relationships between a population of humans and their biophysical environment"". The focus of its research concerns ""how cultural beliefs and practices helped human populations adapt to their environments, and how people used elements of their culture to maintain their ecosystems"".",1,0.996
