Article title,Lead section excerpt,Prediction,Prediction probability
Neuroscience,"Neuroscience. Neuroscience is the scientific study of the nervous system. Traditionally, neuroscience has been seen as a branch of biology. However, it is currently an interdisciplinary science that collaborates with other fields such as chemistry, cognitive science, computer science, engineering, linguistics, mathematics, medicine (including neurology), genetics, and allied disciplines including philosophy, physics, and psychology.",1,1.0
Philosophy,"Philosophy. Philosophy is the study of general and fundamental problems, such as those connected with reality, existence, knowledge, values, reason, mind and language. Philosophy has been divided into many sub-fields. It has been divided chronologically (e.g., ancient and modern); by topic (the major topics being epistemology, logic, metaphysics, ethics, and aesthetics);",1,1.0
Engineering,"Engineering. Engineering (from Latin ingenium, meaning ""cleverness"" and ingeniare, meaning ""to contrive, devise"") is the application of scientific, economic, social, and practical knowledge in order to invent, design, build, maintain, research, and improve structures, machines, devices, systems, materials and processes. The discipline of engineering is extremely broad, and encompasses a range of more specialized fields of engineering, each with a more specific emphasis on particular areas of applied science, technology and types of application.",1,1.0
Ecology,"Ecology. Ecology (from , ""house""; -λογία, ""study of"") is the scientific analysis and study of interactions among organisms and their environment. It is an interdisciplinary field that includes biology and Earth science. Ecology includes the study of interactions organisms have with each other, other organisms, and with abiotic components of their environment.",1,1.0
Chemistry,"Chemistry. Chemistry is a branch of physical science that studies the composition, structure, properties and change of matter. In this realm, chemistry deals with such topics as the properties of individual atoms, the manner in which atoms form chemical bonds in the formation of compounds, the interactions of substances through intermolecular forces to give matter its general properties, and the interactions between substances through chemical reactions to form different substances.",1,1.0
Archaeology,"Archaeology. Archaeology, or archeology, is the study of human activity in the past, primarily through the recovery and analysis of the material culture and environmental data that has been left behind by past human populations, which includes artifacts, architecture, biofacts (also known as eco-facts) and cultural landscapes (the archaeological record).",1,1.0
Physiology,"Physiology. Physiology is the scientific study of the normal function in living systems. A sub-discipline of biology, its focus is in how organisms, organ systems, organs, cells, and bio-molecules carry out the chemical or physical functions that exist in a living system.",1,1.0
Linguistics,"Linguistics. Linguistics is the scientific study of language.There are three aspects to this study: language form, language meaning, and language in context. The earliest activities in the description of language have been attributed to Pāṇini (fl. 4th century BCE), with his analysis of Sanskrit in Ashtadhyayi. Linguistics analyzes human language as a system for relating sounds (or signs in signed languages) and meaning.",1,1.0
Cognitive science,"Cognitive science. Cognitive science is the interdisciplinary scientific study of the mind and its processes. It examines what cognition is, what it does and how it works. It includes research on intelligence and behaviour, especially focusing on how information is represented, processed, and transformed (in faculties such as perception, language, memory, attention, reasoning, and emotion) within nervous systems (humans or other animals) and machines (e.",1,1.0
Human geography,"Human geography. Human geography is the branch of the social sciences that deals with the world, its peoples, and their communities and cultures, by emphasising their relations of and across space and place. As an intellectual discipline, geography is divided into the sub-fields of physical geography and of human geography, which concentrates upon the study of human activities, by the application of qualitative research methods.",1,0.999
Cognitive neuroscience,"Cognitive neuroscience. Cognitive neuroscience is an academic field concerned with the scientific study of biological substrates underlying cognition, with a specific focus on the neural substrates of mental processes. It addresses the questions of how psychological/cognitive functions are produced by neural circuits in the brain. Cognitive neuroscience is a branch of both psychology and neuroscience, overlapping with disciplines such as physiological psychology, cognitive psychology and neuropsychology.",1,0.999
History,"History. History (from Greek , historia, meaning ""inquiry, knowledge acquired by investigation"") is the study of the past, particularly how it relates to humans. It is an umbrella term that relates to past events as well as the memory, discovery, collection, organization, presentation, and interpretation of information about these events.",1,0.999
Humanities,"Humanities. The humanities are academic disciplines that study human culture. The humanities use methods that are primarily critical, or speculative, and have a significant historical element The humanities include ancient and modern languages, literature, philosophy, religion, and musicology. Areas that are sometimes regarded as social sciences and sometimes as humanities include history, archaeology, anthropology, area studies, communication studies, classical studies, law, semiotics and linguistics.",1,0.999
Anatomy,"Anatomy. Anatomy is the branch of biology concerned with the study of the structure of organisms and their parts; with further division into zootomy (animals) and phytotomy (plants). In some of its facets, anatomy is related to embryology and comparative anatomy, which itself is closely related to evolutionary biology and phylogeny.",1,0.999
Political science,Political science. Political science is a social science discipline that deals with systems of government and the analysis of political activity and political behavior. It deals extensively with the theory and practice of politics which is commonly thought of as the determining of the distribution of power and resources.,1,0.999
Anthropological linguistics,"Anthropological linguistics. Anthropological linguistics is the study of the relations between language and culture and the relations between human biology, cognition and language. This strongly overlaps the field of linguistic anthropology, which is the branch of anthropology that studies humans through the languages that they use.",1,0.999
Molecular biology,"Molecular biology. Molecular biology is the branch of biology that deals with the molecular basis of biological activity. This field overlaps with other areas of biology and chemistry, particularly genetics and biochemistry. Molecular biology chiefly concerns itself with understanding the interactions between the various systems of a cell, including the interactions between the different types of DNA, RNA and protein biosynthesis as well as learning how these interactions are regulated.",1,0.999
Epidemiology,"Epidemiology. Epidemiology is the science that studies the patterns, causes, and effects of health and disease conditions in defined populations. It is the cornerstone of public health, and informs policy decisions and evidence-based practice by identifying risk factors for disease and targets for preventive healthcare. Epidemiologists help with study design, collection, and statistical analysis of data, and interpretation and dissemination of results (including peer review and occasional systematic review).",1,0.999
Statistics,"Statistics. Statistics is the study of the collection, analysis, interpretation, presentation, and organization of data. In applying statistics to, e.g., a scientific, industrial, or societal problem, it is conventional to begin with a statistical population or a statistical model process to be studied. Populations can be diverse topics such as ""all persons living in a country"" or ""every atom composing a crystal"".",1,0.999
Cognitive psychology,"Cognitive psychology. Cognitive psychology is the study of mental processes such as ""attention, language use, memory, perception, problem solving, creativity, and thinking."" Much of the work derived from cognitive psychology has been integrated into various other modern disciplines of psychological study, including educational psychology, social psychology, personality psychology, abnormal psychology, developmental psychology, and economics.",1,0.999
Systems biology,"Systems biology. Systems biology is the computational and mathematical modeling of complex biological systems. An emerging engineering approach applied to biomedical and biological scientific research, systems biology is a biology-based inter-disciplinary field of study that focuses on complex interactions within biological systems, using a holistic approach (holism instead of the more traditional reductionism) to biological and biomedical research.",1,0.999
Immunology,"Immunology. Immunology is a branch of biomedical science that covers the study of all aspects of the immune system in all organisms. It deals with the physiological functioning of the immune system in states of both health and diseases; malfunctions of the immune system in immunological disorders (autoimmune diseases, hypersensitivities, immune deficiency, transplant rejection);",1,0.999
Geology,"Geology. Geology (from the Greek γῆ, gē, i.e. ""earth"" and -λoγία, -logia, i.e. ""study of, discourse"") is an earth science comprising the study of solid Earth, the rocks of which it is composed, and the processes by which they change. Geology can also refer generally to the study of the solid features of any celestial body (such as the geology of the Moon or Mars).",1,0.999
Biochemistry,"Biochemistry. Biochemistry, sometimes called biological chemistry, is the study of chemical processes within and relating to living organisms. By controlling information flow through biochemical signaling and the flow of chemical energy through metabolism, biochemical processes give rise to the complexity of life.",1,0.999
Linguistic anthropology,"Linguistic anthropology. Linguistic anthropology is the interdisciplinary study of how language influences social life. It is a branch of anthropology that originated from the endeavor to document endangered languages, and has grown over the past 100 years to encompass almost any aspect of language structure and use.",1,0.999
Cultural anthropology,"Cultural anthropology. Cultural anthropology is a branch of anthropology focused on the study of cultural variation among humans and is in contrast to social anthropology which perceives cultural variation as a subset of the anthropological constant. A variety of methods are part of anthropological methodology, including participant observation (often called fieldwork because it involves the anthropologist spending an extended period of time at the research location), interviews, and surveys.",1,0.999
Educational psychology,"Educational psychology. Educational psychology is the branch of psychology concerned with the scientific study of human learning. The study of learning processes, from both cognitive and behavioral perspectives, allows researchers to understand individual differences in intelligence, cognitive development, affect, motivation, self-regulation, and self-concept, as well as their role in learning.",1,0.999
Developmental psychology,"Developmental psychology. Developmental psychology is the scientific study of how and why human beings change over the course of their life. Originally concerned with infants and children, the field has expanded to include adolescence, adult development, aging, and the entire lifespan. This field examines change across a broad range of topics including: motor skills, cognitive development, executive functions, moral understanding, language acquisition, social change, personality, emotional development, self-concept and identity formation.",1,0.998
Neurology,"Neurology. Neurology (from , neuron, and the suffix -logia ""study of"") is a branch of medicine dealing with disorders of the nervous system. Neurology deals with the diagnosis and treatment of all categories of conditions and disease involving the central and peripheral nervous system (and its subdivisions, the autonomic nervous system and the somatic nervous system);",1,0.998
Evolutionary biology,"Evolutionary biology. Evolutionary biology is a subfield of biology concerned with the study of the evolutionary processes that produced the diversity of life on Earth. Someone who studies evolutionary biology is known as an evolutionary biologist. Evolutionary biologists study the descent of species, and the origin of new species.",1,0.998
Biological anthropology,"Biological anthropology. Biological anthropology, also known as physical anthropology, is a scientific discipline concerned with the biological and behavioral aspects of human beings, their related non-human primates and their extinct hominin ancestors. It is a subfield of anthropology that provides a biological perspective to the systematic study of human beings.",1,0.998
Natural science,"Natural science. Natural science is a branch of science concerned with the description, prediction, and understanding of natural phenomena, based on observational and empirical evidence. Validity, accuracy, and social mechanisms ensuring quality control, such as peer review and repeatability of findings, are amongst the criteria and methods used for this purpose.",1,0.998
Hydrology,"Hydrology. Hydrology is the scientific study of the movement, distribution, and quality of water on Earth and other planets, including the hydrologic cycle, water resources and environmental watershed sustainability. A practitioner of hydrology is a hydrologist, working within the fields of earth or environmental science, physical geography, geology or civil and environmental engineering.",1,0.998
Morphology (biology),"Morphology (biology). Morphology is a branch of biology dealing with the study of the form and structure of organisms and their specific structural features. This includes aspects of the outward appearance (shape, structure, colour, pattern), i.e., external morphology as well as the form and structure of the internal parts like bones and organs, i.",1,0.998
Genetics,"Genetics. Genetics is the study of genes, heredity, and genetic variation in living organisms. It is generally considered a field of biology, but it intersects frequently with many of the life sciences and is strongly linked with the study of information systems. The father of genetics is Gregor Mendel, a late 19th-century scientist and Augustinian friar.",1,0.998
Criminology,"Criminology. Criminology (from Latin , ""accusation""; and Greek , -logia) is the scientific study of the nature, extent, management, causes, control, consequences, and prevention of criminal behavior, both on the individual and social levels. Criminology is an interdisciplinary field in the behavioral sciences, drawing especially upon the research of sociologists, psychologists, psychiatrists, social anthropologists, as well as scholars of law.",1,0.998
Environmental science,"Environmental science. Environmental science is a multidisciplinary academic field that integrates physical, biological and information sciences (including but not limited to ecology, biology, physics, chemistry, zoology, mineralogy, oceanology, limnology, soil science, geology, atmospheric science, geography and geodesy) to the study of the environment, and the solution of environmental problems. Environmental science emerged from the fields of natural history and medicine during the Enlightenment.",1,0.998
Phonology,"Phonology. Phonology is a branch of linguistics concerned with the systematic organization of sounds in languages. It has traditionally focused largely on the study of the systems of phonemes in particular languages (and therefore used to be also called phonemics, or phonematics), but it may also cover any linguistic analysis either at a level beneath the word (including syllable, onset and rime, articulatory gestures, articulatory features, mora, etc.",1,0.998
Biomechanics,"Biomechanics. Biomechanics is the study of the structure and function of biological systems such as humans, animals, plants, organs, and cellsby means of the methods of mechanics.",1,0.998
Economic geography,"Economic geography. Economic geography is the study of the location, distribution and spatial organization of economic activities across the world. It represents a traditional subfield of the discipline of geography. However, in recent decades, many economists have also approached the field in ways more typical of the discipline of economics.",1,0.998
Geodesy,"Geodesy. Geodesy , — also known as geodetics or geodetics engineering — a branch of applied mathematics and earth sciences, is the scientific discipline that deals with the measurement and representation of the Earth, including its gravitational field, in a three-dimensional time-varying space. Geodesists also study geodynamical phenomena such as crustal motion, tides, and polar motion.",1,0.998
Ethics,"Ethics. Ethics (also moral philosophy) is the branch of philosophy that involves systematizing, defending, and recommending concepts of right and wrong conduct. The term ethics derives from the Ancient Greek word ἠθικός ethikos, which is derived from the word ἦθος ethos (habit, “custom”). The branch of philosophy axiology comprises the sub-branches of Ethics and aesthetics, each concerned with concepts of value.",1,0.998
Applied linguistics,"Applied linguistics. Applied linguistics is an interdisciplinary field of linguistics that identifies, investigates, and offers solutions to language-related real-life problems. Some of the academic fields related to applied linguistics are education, psychology, computer science, communication research, anthropology, and sociology.",1,0.998
Agricultural engineering,"Agricultural engineering. Agricultural engineering is the engineering discipline that applies engineering science and technology to agricultural production and processing. Agricultural engineering combines the disciplines of mechanical, civil, electrical and chemical engineering principles with a knowledge of agricultural principles.",1,0.998
Fluid mechanics,"Fluid mechanics. Fluid mechanics is the branch of physics which involves the study of fluids (liquids, gases, and plasmas) and the forces on them. Fluid mechanics can be divided into fluid statics, the study of fluids at rest; and fluid dynamics, the study of the effect of forces on fluid motion.",1,0.998
Toxicology,"Toxicology. Toxicology (from the Ancient Greek words τοξικός toxikos ""poisonous"" and λόγος logos) is a branch of biology, chemistry, and medicine (more specifically pharmacology) concerned with the study of the adverse effects of chemicals on living organisms. It also studies the harmful effects of chemical, biological and physical agents in biological systems that establishes the extent of damage in living organisms.",1,0.998
Chemical physics,"Chemical physics. Chemical physics is a subdiscipline of chemistry and physics that investigates physicochemical phenomena using techniques from atomic and molecular physics and condensed matter physics; it is the branch of physics that studies chemical processes from the point of view of physics. While at the interface of physics and chemistry, chemical physics is distinct from physical chemistry in that it focuses more on the characteristic elements and theories of physics.",1,0.998
Mathematical analysis,"Mathematical analysis. Mathematical analysis is a branch of mathematics that includes the theories of differentiation, integration, measure, limits, infinite series, and analytic functions. These theories are usually studied in the context of real and complex numbers and functions. Analysis evolved from calculus, which involves the elementary concepts and techniques of analysis.",1,0.998
Theology,"Theology. Theology is the systematic and rational study of concepts of God and of the nature of religious ideas, or the learned profession acquired by completing specialized training in religious studies, usually at a university, seminary or school of divinity.",1,0.998
Microbiology,"Microbiology. Microbiology (from Greek , mīkros, ""small""; , bios, ""life""; and , -logia) is the study of microscopic organisms, those being unicellular (single cell), multicellular (cell colony), or acellular (lacking cells). Microbiology encompasses numerous sub-disciplines including virology, mycology, parasitology, and bacteriology. Eukaryotic micro-organisms possess membrane-bound cell organelles and include fungi and protists, whereas prokaryotic organisms—which all are microorganisms—are conventionally classified as lacking membrane-bound organelles and include eubacteria and archaebacteria.",1,0.997
Astronomy,"Astronomy. Astronomy is a natural science which is the study of celestial objects (such as stars, galaxies, planets, moons, asteroids, comets and nebulae), the physics, chemistry, and evolution of such objects, and phenomena that originate outside the atmosphere of Earth, including supernovae explosions, gamma ray bursts, and cosmic microwave background radiation.",1,0.997
Bioethics,"Bioethics. Bioethics is the study of the typically controversial ethical issues emerging from new situations and possibilities brought about by advances in biology and medicine. It is also moral discernment as it relates to medical policy, practice, and research. Bioethicists are concerned with the ethical questions that arise in the relationships among life sciences, biotechnology, medicine, politics, law, and philosophy.",1,0.997
Algebraic geometry,"Algebraic geometry. Algebraic geometry is a branch of mathematics, classically studying zeros of multivariate polynomial equations. Modern algebraic geometry is based on more abstract techniques of abstract algebra, especially commutative algebra, with the language and the problems of geometry. The fundamental objects of study in algebraic geometry are algebraic varieties, which are geometric manifestations of solutions of systems of polynomial equations.",1,0.997
Computational neuroscience,"Computational neuroscience. Computational neuroscience (also theoretical neuroscience) is the study of brain function in terms of the information processing properties of the structures that make up the nervous system. It is an interdisciplinary science that links the diverse fields of neuroscience, cognitive science, and psychology with electrical engineering, computer science, mathematics, and physics.",1,0.997
Normative ethics,"Normative ethics. Normative ethics is the study of ethical action. It is the branch of philosophical ethics that investigates the set of questions that arise when considering how one ought to act, morally speaking. Normative ethics is distinct from meta-ethics because it examines standards for the rightness and wrongness of actions, while meta-ethics studies the meaning of moral language and the metaphysics of moral facts.",1,0.997
Mathematical logic,"Mathematical logic. Mathematical logic is a subfield of mathematics exploring the applications of formal logic to mathematics. Topically, mathematical logic bears close connections to metamathematics, the foundations of mathematics, and theoretical computer science. The unifying themes in mathematical logic include the study of the expressive power of formal systems and the deductive power of formal proof systems.",1,0.997
Cultural geography,"Cultural geography. Cultural geography is a sub-field within human geography. Cultural geography is the study of cultural products and norms and their variations across and relations to spaces and places. It focuses on describing and analyzing the ways language, religion, economy, government and other cultural phenomena vary or remain constant, from one place to another and on explaining how humans function spatially.",1,0.997
Health psychology,"Health psychology. Health psychology is the study of psychological and behavioral processes in health, illness, and healthcare. It is concerned with understanding how psychological, behavioral, and cultural factors contribute to physical health and illness. Psychological factors can affect health directly. For example, chronically occurring environmental stressors affecting the hypothalamic–pituitary–adrenal axis, cumulatively, can harm health.",1,0.997
Computational geometry,"Computational geometry. Computational geometry is a branch of computer science devoted to the study of algorithms which can be stated in terms of geometry. Some purely geometrical problems arise out of the study of computational geometric algorithms, and such problems are also considered to be part of computational geometry. While modern computational geometry is a recent development, it is one of the oldest fields of computing with history stretching back to antiquity.",1,0.997
Botany,"Botany. Botany, also called plant science(s) or plant biology, is the science of plant life and a branch of biology. A botanist or plant scientist is a scientist who specializes in this field of study. The term ""botany"" comes from the Ancient Greek word (botanē) meaning ""pasture"", ""grass"", or ""fodder"";",1,0.997
Affective neuroscience,"Affective neuroscience. Affective neuroscience is the study of the neural mechanisms of emotion. This interdisciplinary field combines neuroscience with the psychological study of personality, emotion, and mood.",1,0.997
Psychoacoustics,"Psychoacoustics. Psychoacoustics is the scientific study of sound perception. More specifically, it is the branch of science studying the psychological and physiological responses associated with sound (including speech and music). It can be further categorized as a branch of psychophysics.",1,0.997
Neuropsychology,Neuropsychology. Neuropsychology studies the structure and function of the brain as they relate to specific psychological processes and behaviors. It is an experimental field of psychology that aims to understand how behavior and cognition are influenced by brain functioning and is concerned with the diagnosis and treatment of behavioral and cognitive effects of neurological disorders.,1,0.997
Zoology,"Zoology. Zoology (, zoh-OL-luh-jee) or animal biology, is the branch of biology that relates to the animal kingdom, including the structure, embryology, evolution, classification, habits, and distribution of all animals, both living and extinct, and how they interact with their ecosystems. The term is derived from Ancient Greek ζῷον, zōon, i.",1,0.997
Molecular microbiology,Molecular microbiology. Molecular microbiology is the branch of microbiology devoted to the study of the molecular basis of the physiological processes that occur in microorganisms.,1,0.997
Physical chemistry,"Physical chemistry. Physical chemistry is the study of macroscopic, atomic, subatomic, and particulate phenomena in chemical systems in terms of laws and concepts of physics. It applies the principles, practices and concepts of physics such as motion, energy, force, time, thermodynamics, quantum chemistry, statistical mechanics and dynamics, equilibrium.",1,0.997
Media studies,"Media studies. Media studies is a discipline and field of study that deals with the content, history and effects of various media; in particular, the mass media. Media studies may draw on traditions from both the social sciences and the humanities, but mostly from its core disciplines of mass communication, communication, communication sciences and communication studies.",1,0.997
Art history,"Art history. Art history is the study of objects of art in their historical development and stylistic contexts, i.e. genre, design, format, and style. This includes the ""major"" arts of painting, sculpture, and architecture as well as the ""minor"" arts of ceramics, furniture, and other decorative objects. As a term, art history (also history of art) encompasses several methods of studying the visual arts;",1,0.997
Computational complexity theory,"Computational complexity theory. Computational complexity theory is a branch of the theory of computation in theoretical computer science and mathematics that focuses on classifying computational problems according to their inherent difficulty, and relating those classes to each other.",1,0.997
Quantitative psychology,"Quantitative psychology. Quantitative psychology is a field of scientific study that focuses on the mathematical modeling, research design and methodology, and statistical analysis of human attributes and psychological processes. Quantitative psychologists research traditional and novel methods of psychometrics, a field of study concerned with the theory and technique of psychological measurement.",1,0.997
Semiotics,"Semiotics. Semiotics (also called semiotic studies; not to be confused with the Saussurean tradition called semiology) is the study of meaning-making, the philosophical theory of signs and symbols. This includes the study of signs and sign processes (semiosis), indication, designation, likeness, analogy, metaphor, symbolism, signification, and communication. Semiotics is closely related to the field of linguistics, which, for its part, studies the structure and meaning of language more specifically.",1,0.997
Ornithology,"Ornithology. Ornithology is a branch of zoology that concerns the study of birds. Etymologically, the word ""ornithology"" derives from the ancient Greek ὄρνις ornis (""bird"") and λόγος logos (""rationale"" or ""explanation""). Several aspects of ornithology differ from related disciplines, due partly to the high visibility and the aesthetic appeal of birds.",1,0.997
Soil science,"Soil science. Soil science is the study of soil as a natural resource on the surface of the Earth including soil formation, classification and mapping; physical, chemical, biological, and fertility properties of soils; and these properties in relation to the use and management of soils.",1,0.997
Medical anthropology,"Medical anthropology. Medical anthropology studies ""human health and disease, health care systems, and biocultural adaptation"". It views humans from multidimensional and ecological perspectives. It is one of the most highly developed areas of anthropology and applied anthropology, and is a subfield of social and cultural anthropology that examines the ways in which culture and society are organized around or influenced by issues of health, health care and related issues.",1,0.996
Theoretical linguistics,"Theoretical linguistics. Theoretical linguistics is the branch of linguistics that is most concerned with developing models of linguistic knowledge. The fields that are generally considered the core of theoretical linguistics are syntax, phonology, morphology, and semantics. Although phonetics often informs phonology, it is often excluded from the purview of theoretical linguistics, along with psycholinguistics and sociolinguistics.",1,0.996
Hematology,"Hematology. Hematology, also spelled haematology (from the Greek αἷμα, haima ""blood"" and -λoγία), is the branch of medicine concerned with the study, diagnosis, treatment, and prevention of diseases related to the blood. Hematology includes the study of etiology. It involves treating diseases that affect the production of blood and its components, such as blood cells, hemoglobin, blood proteins, and the mechanism of coagulation.",1,0.996
Sport psychology,"Sport psychology. Sport psychology is an interdisciplinary science that draws on knowledge from many related fields including biomechanics, physiology, kinesiology and psychology. It involves the study of how psychological factors affect performance and how participation in sport and exercise affect psychological and physical factors.",1,0.996
Theoretical ecology,"Theoretical ecology. Theoretical ecology is the scientific discipline devoted to the study of ecological systems using theoretical methods such as simple conceptual models, mathematical models, computational simulations, and advanced data analysis. Effective models improve understanding of the natural world by revealing how the dynamics of species populations are often based on fundamental biological conditions and processes.",1,0.996
Computational finance,Computational finance. Computational finance is a branch of applied computer science that deals with problems of practical interest in finance. Some slightly different definitions are the study of data and algorithms currently used in finance and the mathematics of computer programs that realize financial models or systems. Computational finance emphasizes practical numerical methods rather than mathematical proofs and focuses on techniques that apply directly to economic analyses.,1,0.996
Political ecology,"Political ecology. Political ecology is the study of the relationships between political, economic and social factors with environmental issues and changes. Political ecology differs from apolitical ecological studies by politicizing environmental issues and phenomena. The academic discipline offers wide-ranging studies integrating ecological social sciences with political economy (Peet and Watts 1996, p.",1,0.996
Fluid dynamics,"Fluid dynamics. In physics, fluid dynamics is a subdiscipline of fluid mechanics that deals with fluid flow—the natural science of fluids (liquids and gases) in motion. It has several subdisciplines itself, including aerodynamics (the study of air and other gases in motion) and hydrodynamics (the study of liquids in motion).",1,0.996
Area studies,"Area studies. Area studies are interdisciplinary fields of research and scholarship pertaining to particular geographical, national/federal, or cultural regions. The term exists primarily as a general description for what are, in the practice of scholarship, many heterogeneous fields of research, encompassing both the social sciences and the humanities. Typical area study programs involve history, political science, sociology, cultural studies, languages, geography, literature, and related disciplines.",1,0.996
Molecular pathology,"Molecular pathology. Molecular pathology is an emerging discipline within pathology which is focused in the study and diagnosis of disease through the examination of molecules within organs, tissues or bodily fluids. Molecular pathology shares some aspects of practice with both anatomic pathology and clinical pathology, molecular biology, biochemistry, proteomics and genetics, and is sometimes considered a ""crossover"" discipline.",1,0.996
Neurophysiology,"Neurophysiology. Neurophysiology (from Greek , neuron, ""nerve""; φύσις, physis, ""nature, origin""; and -λογία, -logia) is a branch of physiology and neuroscience that is concerned with the study of the functioning of the nervous system. The primary tools of basic neurophysiological research include electrophysiological recordings such as patch clamp and calcium imaging, as well as some of the common tools of molecular biology.",1,0.996
Communication studies,"Communication studies. Communication studies is an academic discipline that deals with processes of human communication. The discipline encompasses a range of topics, from face-to-face conversation to mass media outlets such as television broadcasting. Communication studies also examines how messages are interpreted through the political, cultural, economic, semiotic, hermeneutic, and social dimensions of their contexts.",1,0.996
Medical sociology,"Medical sociology. Medical sociology is the sociological analysis of medical organizations and institutions; the production of knowledge and selection of methods, the actions and interactions of healthcare professionals, and the social or cultural (rather than clinical or bodily) effects of medical practice. The field commonly interacts with the sociology of knowledge, science and technology studies, and social epistemology.",1,0.996
Physical cosmology,"Physical cosmology. Physical cosmology is the study of the largest-scale structures and dynamics of the Universe and is concerned with fundamental questions about its origin, structure, evolution, and ultimate fate. For most of human history, it was a branch of metaphysics and religion.",1,0.996
Computational mechanics,"Computational mechanics. Computational mechanics is the discipline concerned with the use of computational methods to study phenomena governed by the principles of mechanics. Before the emergence of computational science (also called scientific computing) as a ""third way"" besides theoretical and experimental sciences, computational mechanics was widely considered to be a sub-discipline of applied mechanics.",1,0.996
Spatial epidemiology,"Spatial epidemiology. Spatial epidemiology is a subfield of health geography focused on the study of the spatial distribution of health outcomes. Specifically, spatial epidemiology is concerned with the description and examination of disease and its geographic variations. This is done in consideration of “demographic, environmental, behavioral, socioeconomic, genetic, and infections risk factors “.",1,0.996
Optical physics,"Optical physics. Optical physics is a subfield of atomic, molecular, and optical physics. It is the study of the generation of electromagnetic radiation, the properties of that radiation, and the interaction of that radiation with matter, especially its manipulation and control. It differs from general optics and optical engineering in that it is focused on the discovery and application of new phenomena.",1,0.996
